V1,id,sector,cluster,validated,phase,phase_category,gap,risk,ownership,measure
549,cp_98,civil protection,financing and funding instruments,1,Recovery: structural,structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational,"Financial risk management: financial aspects often overwhelm municipal authorities, with fragmented processes for private and public damages. A centralised unit to manage funding and settlements could provide structural support. Uniform natural hazard insurance (as in Switzerland) and short-term liquidity options like kontokorrent loans could reduce financial vulnerability. Early investment in risk cycle measures saves recovery costs."
550,cp_99,civil protection,financing and funding instruments,1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational,"Improving scalability of resource management and logistics (personnel, machinery, financial means): planning capacities for large-scale events that need supraregional responses and coordination."
551,cp_100,civil protection,financing and funding instruments,1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional,Resources are allocated in an unbalanced manner.
552,cp_101,civil protection,insurances,0,Preparedness: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",national & subnational,Legal frameworks need to foster insurance-based private risk precaution.
553,cp_101,civil protection,insurances,0,Prevention: non-structural,non-structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational,Legal frameworks need to foster insurance-based private risk precaution.
554,cp_102,civil protection,insurances,0,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational,Development of protection certificates for private properties (“objektschutzzertifikate”).
555,cp_103,civil protection,insurances,0,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational,Obligatory natural hazard insurance.
556,cp_103,civil protection,insurances,0,Preparedness: tools,tools,policy design & planning,"floods: riverine, fluvial",national & subnational,Obligatory natural hazard insurance.
557,cp_103,civil protection,insurances,0,Preparedness: tools,tools,policy design & planning,flooding: pluvial,national & subnational,Obligatory natural hazard insurance.
558,cp_103,civil protection,insurances,0,Preparedness: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",national & subnational,Obligatory natural hazard insurance.
